,dwnstrm [Ambient],,
,CO2,,,
04/05/17 12:02:57.068,"1016",,
04/05/17 12:03:02.069,"1030",,
04/05/17 12:03:07.069,"1030",,
04/05/17 12:03:12.069,"1057",,
04/05/17 12:03:17.069,"1051",,
04/05/17 12:03:22.069,"1030",,
04/05/17 12:03:27.069,"1051",,
04/05/17 12:03:32.068,"1030",,
04/05/17 12:03:37.069,"1016",,
04/05/17 12:03:42.069,"1025",,
04/05/17 12:03:47.068,"1016",,
04/05/17 12:03:52.069,"1022",,
04/05/17 12:03:57.069,"1022",,
04/05/17 12:04:02.069,"1022",,
04/05/17 12:04:07.068,"1016",,
04/05/17 12:04:12.069,"1025",,
04/05/17 12:04:17.069,"1013",,
04/05/17 12:04:22.068,"1016",,
04/05/17 12:04:27.069,"1025",,
04/05/17 12:04:32.069,"992",,
04/05/17 12:04:37.069,"1007",,
04/05/17 12:04:42.068,"998",,
04/05/17 12:04:47.069,"1027",,
04/05/17 12:04:47.069,"1027",,
04/05/17 12:04:52.069,"1016",,
04/05/17 12:04:57.068,"1027",,
04/05/17 12:05:02.069,"992",,
04/05/17 12:05:07.069,"1010",,
04/05/17 12:05:12.069,"995",,
04/05/17 12:05:17.068,"995",,
04/05/17 12:05:22.069,"992",,
04/05/17 12:05:27.069,"984",,
04/05/17 12:05:32.068,"992",,
04/05/17 12:05:37.069,"1025",,
04/05/17 12:05:42.069,"1007",,
04/05/17 12:05:47.069,"992",,
04/05/17 12:05:52.068,"978",,
04/05/17 12:05:57.069,"964",,
04/05/17 12:06:02.069,"956",,
04/05/17 12:06:07.068,"978",,
04/05/17 12:06:12.069,"987",,
04/05/17 12:06:17.069,"1001",,
04/05/17 12:06:22.069,"958",,
04/05/17 12:06:27.068,"961",,
04/05/17 12:06:32.069,"941",,
04/05/17 12:06:37.069,"944",,
04/05/17 12:06:42.068,"936",,
04/05/17 12:06:47.069,"919",,
04/05/17 12:06:52.069,"927",,
04/05/17 12:06:57.069,"950",,
04/05/17 12:07:02.068,"958",,
04/05/17 12:07:07.069,"970",,
04/05/17 12:07:12.069,"967",,
04/05/17 12:07:17.068,"981",,
04/05/17 12:07:22.069,"967",,
04/05/17 12:07:27.069,"950",,
04/05/17 12:07:32.069,"953",,
04/05/17 12:07:37.069,"956",,
04/05/17 12:07:42.069,"953",,
04/05/17 12:07:47.069,"953",,
04/05/17 12:07:52.068,"933",,
04/05/17 12:07:57.069,"936",,
04/05/17 12:08:02.069,"944",,
04/05/17 12:08:07.069,"938",,
04/05/17 12:08:12.069,"933",,
04/05/17 12:08:17.069,"924",,
04/05/17 12:08:22.069,"938",,
04/05/17 12:08:27.068,"930",,
04/05/17 12:08:32.069,"919",,
04/05/17 12:08:37.069,"927",,
04/05/17 12:08:42.069,"933",,
04/05/17 12:08:47.069,"921",,
04/05/17 12:08:52.069,"944",,
04/05/17 12:08:57.069,"924",,
04/05/17 12:09:02.068,"902",,
04/05/17 12:09:02.068,"902",,
04/05/17 12:09:07.069,"899",,
04/05/17 12:09:12.069,"896",,
04/05/17 12:09:17.069,"896",,
04/05/17 12:09:22.069,"891",,
04/05/17 12:09:27.069,"921",,
04/05/17 12:09:32.069,"905",,
04/05/17 12:09:37.068,"916",,
04/05/17 12:09:42.069,"927",,
04/05/17 12:09:47.069,"918",,
04/05/17 12:09:52.068,"888",,
04/05/17 12:09:57.069,"907",,
04/05/17 12:10:02.069,"918",,
04/05/17 12:10:07.069,"913",,
04/05/17 12:10:12.068,"913",,
04/05/17 12:10:17.069,"902",,
04/05/17 12:10:22.069,"918",,
04/05/17 12:10:27.068,"890",,
04/05/17 12:10:32.069,"893",,
04/05/17 12:10:37.069,"926",,
04/05/17 12:10:42.069,"932",,
04/05/17 12:10:47.068,"937",,
04/05/17 12:10:52.069,"920",,
04/05/17 12:10:57.069,"912",,
04/05/17 12:11:02.068,"912",,
04/05/17 12:11:07.069,"912",,
04/05/17 12:11:12.069,"920",,
04/05/17 12:11:17.069,"920",,
04/05/17 12:11:22.068,"926",,
04/05/17 12:11:27.069,"918",,
04/05/17 12:11:32.069,"920",,
04/05/17 12:11:37.068,"904",,
04/05/17 12:11:42.069,"887",,
04/05/17 12:11:47.069,"879",,
04/05/17 12:11:52.069,"904",,
04/05/17 12:11:57.068,"906",,
04/05/17 12:12:02.069,"887",,
04/05/17 12:12:07.069,"895",,
04/05/17 12:12:12.068,"874",,
04/05/17 12:12:17.069,"898",,
04/05/17 12:12:22.069,"895",,
04/05/17 12:12:27.069,"906",,
04/05/17 12:12:32.068,"895",,
04/05/17 12:12:37.072,"871",,
04/05/17 12:12:42.069,"879",,
04/05/17 12:12:47.068,"906",,
04/05/17 12:12:52.069,"904",,
04/05/17 12:12:57.069,"893",,
04/05/17 12:13:02.069,"890",,
04/05/17 12:13:07.069,"895",,
04/05/17 12:13:12.069,"879",,
04/05/17 12:13:17.069,"874",,
04/05/17 12:14:57.069,"860",,
04/05/17 12:15:02.069,"860",,
04/05/17 12:15:07.068,"866",,
04/05/17 12:15:12.069,"868",,
04/05/17 12:15:17.069,"876",,
04/05/17 12:15:22.069,"882",,
04/05/17 12:15:27.069,"882",,
04/05/17 12:15:32.069,"866",,
04/05/17 12:15:37.069,"868",,
04/05/17 12:15:42.068,"866",,
04/05/17 12:15:47.069,"861",,
04/05/17 12:15:52.069,"855",,
04/05/17 12:15:57.068,"855",,
04/05/17 12:16:02.069,"871",,
04/05/17 12:16:07.069,"866",,
04/05/17 12:16:12.069,"877",,
04/05/17 12:16:17.068,"863",,
04/05/17 12:16:22.069,"879",,
04/05/17 12:16:27.069,"861",,
04/05/17 12:16:32.068,"850",,
04/05/17 12:16:37.069,"847",,
04/05/17 12:16:42.069,"866",,
04/05/17 12:16:47.069,"861",,
04/05/17 12:16:52.068,"850",,
04/05/17 12:16:57.069,"853",,
04/05/17 12:17:02.069,"834",,
04/05/17 12:17:07.068,"815",,
04/05/17 12:17:12.069,"839",,
04/05/17 12:17:17.069,"826",,
04/05/17 12:17:22.069,"842",,
04/05/17 12:17:27.068,"808",,
04/05/17 12:17:32.069,"826",,
04/05/17 12:17:32.069,"826",,
04/05/17 12:17:37.069,"831",,
04/05/17 12:17:42.068,"810",,
04/05/17 12:17:47.069,"828",,
04/05/17 12:17:52.069,"803",,
04/05/17 12:17:57.069,"810",,
04/05/17 12:18:02.068,"818",,
04/05/17 12:18:07.069,"828",,
04/05/17 12:18:12.069,"828",,
04/05/17 12:18:17.068,"839",,
04/05/17 12:18:22.069,"818",,
04/05/17 12:18:27.069,"800",,
04/05/17 12:18:32.069,"805",,
04/05/17 12:18:37.068,"805",,
04/05/17 12:18:42.069,"823",,
04/05/17 12:18:47.069,"797",,
04/05/17 12:18:52.068,"803",,
04/05/17 12:18:57.069,"810",,
04/05/17 12:19:02.069,"820",,
04/05/17 12:19:07.069,"795",,
04/05/17 12:19:12.068,"810",,
04/05/17 12:19:17.069,"803",,
04/05/17 12:19:22.069,"800",,
04/05/17 12:19:27.068,"803",,
04/05/17 12:19:32.069,"815",,
04/05/17 12:19:37.069,"797",,
04/05/17 12:19:42.069,"813",,
04/05/17 12:19:47.069,"826",,
04/05/17 12:19:52.069,"813",,
04/05/17 12:19:57.069,"808",,
04/05/17 12:20:02.068,"808",,
04/05/17 12:20:07.069,"800",,
04/05/17 12:20:12.069,"803",,
04/05/17 12:20:17.069,"815",,
04/05/17 12:20:22.069,"795",,
04/05/17 12:20:27.069,"800",,
04/05/17 12:20:32.069,"795",,
04/05/17 12:20:37.068,"782",,
04/05/17 12:20:42.069,"790",,
04/05/17 12:20:47.069,"759",,
04/05/17 12:20:52.069,"762",,
04/05/17 12:20:57.069,"772",,
04/05/17 12:21:02.069,"790",,
04/05/17 12:21:07.069,"800",,
04/05/17 12:21:12.068,"810",,
04/05/17 12:21:17.069,"792",,
04/05/17 12:21:22.069,"790",,
04/05/17 12:21:27.069,"788",,
04/05/17 12:21:32.069,"775",,
04/05/17 12:21:37.069,"772",,
04/05/17 12:21:42.069,"803",,
04/05/17 12:21:47.068,"811",,
04/05/17 12:21:47.068,"811",,
04/05/17 12:21:52.069,"801",,
04/05/17 12:21:57.069,"788",,
04/05/17 12:22:02.069,"801",,
04/05/17 12:22:07.069,"778",,
04/05/17 12:22:12.069,"780",,
04/05/17 12:22:17.069,"793",,
04/05/17 12:22:22.068,"786",,
04/05/17 12:22:27.069,"786",,
04/05/17 12:22:32.069,"778",,
04/05/17 12:22:37.068,"775",,
04/05/17 12:22:42.069,"757",,
04/05/17 12:22:47.069,"763",,
04/05/17 12:22:52.069,"768",,
04/05/17 12:22:57.068,"770",,
04/05/17 12:23:02.069,"760",,
04/05/17 12:23:07.069,"755",,
04/05/17 12:23:12.068,"768",,
04/05/17 12:23:17.069,"757",,
04/05/17 12:23:22.069,"775",,
04/05/17 12:23:27.069,"747",,
04/05/17 12:23:32.068,"752",,
04/05/17 12:23:37.069,"757",,
04/05/17 12:23:42.069,"757",,
04/05/17 12:23:47.068,"757",,
04/05/17 12:23:52.069,"755",,
04/05/17 12:23:57.069,"752",,
04/05/17 12:24:02.069,"760",,
04/05/17 12:24:07.068,"757",,
04/05/17 12:24:12.069,"747",,
04/05/17 12:24:17.069,"750",,
04/05/17 12:24:22.068,"750",,
04/05/17 12:24:27.069,"747",,
04/05/17 12:24:32.069,"757",,
04/05/17 12:24:37.069,"735",,
04/05/17 12:24:42.068,"757",,
04/05/17 12:24:47.069,"757",,
04/05/17 12:24:52.069,"773",,
04/05/17 12:24:57.068,"757",,
04/05/17 12:25:02.069,"770",,
04/05/17 12:25:07.069,"760",,
04/05/17 12:25:12.069,"750",,
04/05/17 12:25:17.068,"750",,
04/05/17 12:25:22.069,"737",,
04/05/17 12:25:27.069,"720",,
04/05/17 12:25:32.068,"720",,
04/05/17 12:25:37.069,"727",,
04/05/17 12:25:42.069,"732",,
04/05/17 12:25:47.069,"730",,
04/05/17 12:25:52.069,"735",,
04/05/17 12:25:57.069,"737",,
04/05/17 12:26:02.069,"740",,
04/05/17 12:26:02.069,"740",,
04/05/17 12:26:07.068,"732",,
04/05/17 12:26:12.069,"740",,
04/05/17 12:26:17.069,"735",,
04/05/17 12:26:22.069,"737",,
04/05/17 12:26:27.069,"725",,
04/05/17 12:26:32.069,"722",,
04/05/17 12:26:37.069,"720",,
04/05/17 12:26:42.068,"715",,
04/05/17 12:26:47.069,"712",,
04/05/17 12:26:52.069,"705",,
04/05/17 12:26:57.069,"727",,
04/05/17 12:27:02.069,"747",,
04/05/17 12:27:07.069,"730",,
04/05/17 12:27:12.069,"727",,
04/05/17 12:27:17.068,"732",,
04/05/17 12:27:22.069,"710",,
04/05/17 12:27:27.069,"712",,
04/05/17 12:27:32.069,"710",,
04/05/17 12:27:37.069,"695",,
04/05/17 12:27:42.069,"690",,
04/05/17 12:27:47.069,"700",,
04/05/17 12:27:52.068,"712",,
04/05/17 12:27:57.069,"717",,
04/05/17 12:28:02.069,"717",,
04/05/17 12:28:07.069,"712",,
04/05/17 12:28:12.069,"705",,
04/05/17 12:28:17.069,"693",,
04/05/17 12:28:22.069,"703",,
04/05/17 12:28:27.068,"695",,
04/05/17 12:28:32.069,"700",,
04/05/17 12:28:37.069,"690",,
04/05/17 12:28:42.068,"693",,
04/05/17 12:28:47.069,"690",,
04/05/17 12:28:52.069,"690",,
04/05/17 12:28:57.069,"690",,
04/05/17 12:29:02.068,"668",,
04/05/17 12:29:07.069,"675",,
04/05/17 12:29:12.069,"675",,
04/05/17 12:29:17.068,"683",,
04/05/17 12:29:22.069,"680",,
04/05/17 12:29:27.069,"678",,
04/05/17 12:29:32.069,"680",,
04/05/17 12:29:37.068,"690",,
04/05/17 12:29:42.069,"680",,
04/05/17 12:29:47.069,"680",,
04/05/17 12:29:52.068,"663",,
04/05/17 12:29:57.069,"668",,
04/05/17 12:30:02.069,"665",,
04/05/17 12:30:07.069,"661",,
04/05/17 12:30:12.068,"670",,
04/05/17 12:30:17.069,"661",,
04/05/17 12:30:17.069,"661",,
04/05/17 12:30:22.069,"661",,
04/05/17 12:30:27.068,"673",,
04/05/17 12:30:32.069,"673",,
04/05/17 12:30:37.069,"680",,
04/05/17 12:30:42.069,"663",,
04/05/17 12:30:47.068,"649",,
04/05/17 12:30:52.069,"656",,
04/05/17 12:30:57.069,"668",,
04/05/17 12:31:02.068,"678",,
04/05/17 12:31:07.069,"680",,
04/05/17 12:31:12.069,"663",,
04/05/17 12:31:17.069,"663",,
04/05/17 12:31:22.068,"673",,
04/05/17 12:31:27.069,"663",,
04/05/17 12:31:32.069,"656",,
04/05/17 12:31:37.068,"663",,
04/05/17 12:31:42.069,"663",,
04/05/17 12:31:47.069,"649",,
04/05/17 12:31:52.069,"654",,
04/05/17 12:31:57.069,"668",,
04/05/17 12:32:02.069,"656",,
04/05/17 12:32:07.069,"668",,
04/05/17 12:32:12.068,"663",,
04/05/17 12:32:17.069,"663",,
04/05/17 12:32:22.069,"652",,
04/05/17 12:32:27.069,"640",,
04/05/17 12:32:32.069,"639",,
04/05/17 12:32:37.069,"639",,
04/05/17 12:32:42.069,"628",,
04/05/17 12:32:47.068,"653",,
04/05/17 12:32:52.069,"635",,
04/05/17 12:32:57.069,"626",,
04/05/17 12:33:02.069,"628",,
04/05/17 12:33:07.069,"637",,
04/05/17 12:33:12.069,"637",,
04/05/17 12:33:17.069,"628",,
04/05/17 12:33:22.068,"637",,
04/05/17 12:33:27.069,"626",,
04/05/17 12:33:32.069,"644",,
04/05/17 12:33:37.069,"635",,
04/05/17 12:33:42.069,"641",,
04/05/17 12:33:47.069,"623",,
04/05/17 12:33:52.069,"632",,
04/05/17 12:33:57.068,"639",,
04/05/17 12:34:02.069,"626",,
04/05/17 12:34:07.069,"626",,
04/05/17 12:34:12.069,"621",,
04/05/17 12:34:17.069,"621",,
04/05/17 12:34:22.069,"616",,
04/05/17 12:34:27.069,"619",,
04/05/17 12:34:32.068,"607",,
04/05/17 12:34:32.068,"607",,
04/05/17 12:34:37.069,"610",,
04/05/17 12:34:42.069,"614",,
04/05/17 12:34:47.068,"614",,
04/05/17 12:34:52.069,"612",,
04/05/17 12:34:57.069,"614",,
04/05/17 12:35:02.069,"630",,
04/05/17 12:35:07.068,"619",,
04/05/17 12:35:12.069,"600",,
04/05/17 12:35:17.069,"607",,
04/05/17 12:35:22.068,"607",,
04/05/17 12:35:27.069,"612",,
04/05/17 12:35:32.069,"596",,
04/05/17 12:35:37.069,"596",,
04/05/17 12:35:42.068,"587",,
04/05/17 12:35:47.069,"610",,
04/05/17 12:35:52.069,"619",,
04/05/17 12:35:57.068,"614",,
04/05/17 12:36:02.069,"607",,
04/05/17 12:36:07.069,"603",,
04/05/17 12:36:12.069,"591",,
04/05/17 12:36:17.068,"589",,
04/05/17 12:36:22.069,"600",,
04/05/17 12:36:27.069,"607",,
04/05/17 12:36:32.068,"610",,
04/05/17 12:36:37.069,"610",,
04/05/17 12:36:42.069,"607",,
04/05/17 12:36:47.069,"621",,
04/05/17 12:36:52.068,"626",,
04/05/17 12:36:57.069,"614",,
04/05/17 12:37:02.069,"628",,
04/05/17 12:37:07.068,"635",,
04/05/17 12:37:12.069,"635",,
04/05/17 12:37:17.069,"641",,
04/05/17 12:37:22.069,"653",,
04/05/17 12:37:27.068,"662",,
04/05/17 12:37:32.069,"653",,
04/05/17 12:37:37.069,"660",,
04/05/17 12:37:42.068,"684",,
04/05/17 12:37:47.069,"697",,
04/05/17 12:37:52.069,"709",,
04/05/17 12:37:57.069,"711",,
04/05/17 12:38:02.069,"726",,
04/05/17 12:38:07.069,"744",,
04/05/17 12:38:12.069,"734",,
04/05/17 12:38:17.068,"736",,
04/05/17 12:38:22.069,"754",,
04/05/17 12:38:27.069,"764",,
04/05/17 12:38:32.069,"774",,
04/05/17 12:38:37.069,"813",,
04/05/17 12:38:42.069,"808",,
04/05/17 12:38:47.069,"800",,
04/05/17 12:38:47.069,"800",,
04/05/17 12:38:52.068,"790",,
04/05/17 12:38:57.069,"782",,
04/05/17 12:39:02.069,"815",,
04/05/17 12:39:07.069,"820",,
04/05/17 12:39:12.069,"815",,
04/05/17 12:39:17.069,"818",,
04/05/17 12:39:22.069,"839",,
04/05/17 12:39:27.068,"853",,
04/05/17 12:39:32.069,"856",,
04/05/17 12:39:37.069,"872",,
04/05/17 12:39:42.069,"867",,
04/05/17 12:39:47.069,"875",,
04/05/17 12:39:52.069,"872",,
04/05/17 12:39:57.069,"877",,
04/05/17 12:40:02.068,"910",,
04/05/17 12:40:07.069,"891",,
04/05/17 12:40:12.069,"905",,
04/05/17 12:40:17.069,"927",,
04/05/17 12:40:22.069,"927",,
04/05/17 12:40:27.069,"919",,
04/05/17 12:40:32.069,"927",,
04/05/17 12:40:37.068,"941",,
04/05/17 12:40:42.069,"950",,
04/05/17 12:40:47.069,"953",,
04/05/17 12:40:52.068,"958",,
04/05/17 12:40:57.069,"950",,
04/05/17 12:41:02.072,"950",,
04/05/17 12:41:07.069,"956",,
04/05/17 12:41:12.068,"975",,
04/05/17 12:41:17.069,"973",,
04/05/17 12:41:22.069,"945",,
04/05/17 12:41:27.068,"962",,
04/05/17 12:41:32.069,"965",,
04/05/17 12:41:37.069,"999",,
04/05/17 12:41:42.069,"985",,
04/05/17 12:41:47.068,"988",,
04/05/17 12:41:52.069,"962",,
04/05/17 12:41:57.069,"988",,
04/05/17 12:42:02.068,"982",,
04/05/17 12:42:07.069,"979",,
04/05/17 12:42:12.069,"988",,
04/05/17 12:42:17.069,"985",,
04/05/17 12:42:22.068,"979",,
04/05/17 12:42:27.069,"996",,
04/05/17 12:42:32.069,"1008",,
04/05/17 12:42:37.068,"1008",,
04/05/17 12:42:42.069,"1008",,
04/05/17 12:42:47.069,"1020",,
04/05/17 12:42:52.069,"1020",,
04/05/17 12:42:57.068,"1028",,
04/05/17 12:43:02.069,"1031",,
04/05/17 12:43:02.069,"1031",,
04/05/17 12:43:07.069,"1020",,
04/05/17 12:43:12.068,"1040",,
04/05/17 12:43:17.069,"1046",,
04/05/17 12:43:22.069,"1017",,
04/05/17 12:43:27.069,"1037",,
04/05/17 12:43:32.068,"1052",,
04/05/17 12:43:37.069,"1034",,
04/05/17 12:43:42.069,"1043",,
04/05/17 12:43:47.068,"1011",,
04/05/17 12:43:52.069,"1011",,
04/05/17 12:43:57.069,"1020",,
04/05/17 12:44:02.069,"1020",,
04/05/17 12:44:07.069,"1026",,
04/05/17 12:44:12.069,"1008",,
04/05/17 12:44:17.069,"1023",,
04/05/17 12:44:22.068,"1005",,
04/05/17 12:44:27.069,"1002",,
04/05/17 12:44:32.069,"999",,
04/05/17 12:44:37.069,"979",,
04/05/17 12:44:42.069,"1005",,
04/05/17 12:44:47.069,"1005",,
04/05/17 12:44:52.069,"1031",,
04/05/17 12:44:57.068,"1031",,
04/05/17 12:45:02.069,"1027",,
04/05/17 12:45:07.069,"1038",,
04/05/17 12:45:12.069,"1027",,
04/05/17 12:45:17.069,"1035",,
04/05/17 12:45:22.069,"1029",,
04/05/17 12:45:27.069,"1006",,
04/05/17 12:45:32.068,"994",,
04/05/17 12:45:37.069,"1012",,
04/05/17 12:45:42.069,"1027",,
04/05/17 12:45:47.069,"1018",,
04/05/17 12:45:52.069,"1038",,
04/05/17 12:45:57.069,"1044",,
04/05/17 12:46:02.069,"1035",,
04/05/17 12:46:07.068,"1012",,
04/05/17 12:46:12.069,"994",,
04/05/17 12:46:17.069,"1006",,
04/05/17 12:46:22.069,"1027",,
04/05/17 12:46:27.069,"1065",,
04/05/17 12:46:32.069,"1071",,
04/05/17 12:46:37.069,"1056",,
04/05/17 12:46:42.068,"1038",,
04/05/17 12:46:47.069,"1035",,
04/05/17 12:46:52.069,"1006",,
04/05/17 12:46:57.068,"1000",,
04/05/17 12:47:02.069,"1032",,
04/05/17 12:47:07.069,"1029",,
04/05/17 12:47:12.069,"1012",,
04/05/17 12:47:17.068,"1012",,
04/05/17 12:47:52.068,"997",,
04/05/17 12:47:57.069,"1021",,
04/05/17 12:48:02.069,"1027",,
04/05/17 12:48:07.068,"1018",,
04/05/17 12:48:12.069,"1012",,
04/05/17 12:48:17.069,"1012",,
04/05/17 12:48:22.069,"1009",,
04/05/17 12:48:27.068,"1009",,
04/05/17 12:48:32.069,"1029",,
04/05/17 12:48:37.069,"1029",,
04/05/17 12:48:42.068,"1021",,
04/05/17 12:48:47.069,"1015",,
04/05/17 12:48:52.069,"1000",,
04/05/17 12:48:57.069,"1029",,
04/05/17 12:49:02.068,"1029",,
04/05/17 12:49:07.069,"1021",,
04/05/17 12:49:12.069,"1035",,
04/05/17 12:49:17.068,"1038",,
04/05/17 12:49:22.069,"1038",,
04/05/17 12:49:27.069,"1032",,
04/05/17 12:49:32.069,"1032",,
04/05/17 12:49:37.068,"1009",,
04/05/17 12:49:42.069,"1024",,
04/05/17 12:49:47.069,"1024",,
04/05/17 12:49:52.068,"1024",,
04/05/17 12:49:57.069,"1009",,
04/05/17 12:50:02.069,"1015",,
04/05/17 12:50:07.069,"1012",,
04/05/17 12:50:12.068,"1012",,
04/05/17 12:50:17.069,"1027",,
04/05/17 12:50:22.069,"1006",,
04/05/17 12:50:27.068,"1003",,
04/05/17 12:50:32.069,"1009",,
04/05/17 12:50:37.069,"1024",,
04/05/17 12:50:42.069,"1018",,
04/05/17 12:50:47.069,"1009",,
04/05/17 12:50:52.069,"1006",,
04/05/17 12:50:57.069,"1021",,
04/05/17 12:51:02.068,"1021",,
04/05/17 12:51:07.069,"997",,
04/05/17 12:51:12.069,"1024",,
04/05/17 12:51:17.069,"994",,
04/05/17 12:51:22.069,"992",,
04/05/17 12:51:27.069,"1003",,
04/05/17 12:51:32.069,"992",,
04/05/17 12:51:32.069,"992",,
04/05/17 12:51:37.069,"989",,
04/05/17 12:51:42.069,"1003",,
04/05/17 12:51:47.069,"1015",,
04/05/17 12:51:52.069,"1000",,
04/05/17 12:51:57.069,"1009",,
04/05/17 12:52:02.069,"989",,
04/05/17 12:52:07.069,"1006",,
04/05/17 12:52:12.068,"994",,
04/05/17 12:52:17.069,"1000",,
04/05/17 12:52:22.069,"994",,
04/05/17 12:52:27.069,"997",,
04/05/17 12:52:32.069,"1006",,
04/05/17 12:52:37.069,"1006",,
04/05/17 12:52:42.069,"1024",,
04/05/17 12:52:47.068,"986",,
04/05/17 12:52:52.069,"983",,
04/05/17 12:52:57.069,"989",,
04/05/17 12:53:02.068,"969",,
04/05/17 12:53:07.069,"960",,
04/05/17 12:53:12.069,"949",,
04/05/17 12:53:17.069,"966",,
04/05/17 12:53:22.068,"977",,
04/05/17 12:53:27.069,"992",,
04/05/17 12:53:32.069,"989",,
04/05/17 12:53:37.068,"980",,
04/05/17 12:53:42.069,"980",,
04/05/17 12:53:47.069,"989",,
04/05/17 12:53:52.069,"960",,
04/05/17 12:53:57.068,"969",,
04/05/17 12:54:02.069,"969",,
04/05/17 12:54:07.069,"980",,
04/05/17 12:54:12.068,"983",,
04/05/17 12:54:17.069,"977",,
04/05/17 12:54:22.069,"966",,
04/05/17 12:54:27.069,"986",,
04/05/17 12:54:32.068,"992",,
04/05/17 12:54:37.069,"994",,
04/05/17 12:54:42.069,"977",,
04/05/17 12:54:47.068,"977",,
04/05/17 12:54:52.069,"980",,
04/05/17 12:54:57.069,"980",,
04/05/17 12:55:02.069,"946",,
04/05/17 12:55:07.068,"960",,
04/05/17 12:55:12.069,"958",,
04/05/17 12:55:17.069,"963",,
04/05/17 12:55:22.068,"963",,
04/05/17 12:55:27.069,"980",,
04/05/17 12:55:32.069,"983",,
04/05/17 12:55:37.069,"989",,
04/05/17 12:55:42.068,"986",,
04/05/17 12:55:47.069,"969",,
04/05/17 12:55:47.069,"969",,
04/05/17 12:55:52.069,"969",,
04/05/17 12:55:57.068,"977",,
04/05/17 12:56:02.069,"977",,
04/05/17 12:56:07.069,"972",,
04/05/17 12:56:12.069,"1006",,
04/05/17 12:56:17.068,"983",,
04/05/17 12:56:22.069,"975",,
04/05/17 12:56:27.069,"972",,
04/05/17 12:56:32.068,"963",,
04/05/17 12:56:37.069,"960",,
04/05/17 12:56:42.069,"972",,
04/05/17 12:56:47.069,"977",,
04/05/17 12:56:52.069,"986",,
04/05/17 12:56:57.069,"989",,
04/05/17 12:57:02.069,"997",,
04/05/17 12:57:07.068,"980",,
04/05/17 12:57:12.069,"975",,
04/05/17 12:57:17.069,"963",,
04/05/17 12:57:22.069,"972",,
04/05/17 12:57:27.069,"969",,
04/05/17 12:57:32.069,"952",,
04/05/17 12:57:37.069,"969",,
04/05/17 12:57:42.068,"969",,
04/05/17 12:57:47.069,"977",,
04/05/17 12:57:52.069,"977",,
04/05/17 12:57:57.069,"992",,
04/05/17 12:58:02.069,"977",,
04/05/17 12:58:07.069,"983",,
04/05/17 12:58:12.069,"986",,
04/05/17 12:58:17.068,"986",,
04/05/17 12:58:22.069,"977",,
04/05/17 12:58:27.069,"980",,
04/05/17 12:58:32.070,"994",,
04/05/17 12:58:37.069,"988",,
04/05/17 12:58:42.069,"979",,
04/05/17 12:58:47.069,"993",,
04/05/17 12:58:52.068,"996",,
04/05/17 12:58:57.069,"996",,
04/05/17 12:59:02.069,"979",,
04/05/17 12:59:07.068,"982",,
04/05/17 12:59:12.069,"974",,
04/05/17 12:59:17.069,"965",,
04/05/17 12:59:22.069,"945",,
04/05/17 12:59:27.068,"962",,
04/05/17 12:59:32.069,"974",,
04/05/17 12:59:37.069,"985",,
04/05/17 12:59:42.068,"988",,
04/05/17 12:59:47.069,"974",,
04/05/17 12:59:52.069,"971",,
04/05/17 12:59:57.069,"974",,
04/05/17 13:00:02.068,"993",,
04/05/17 13:00:02.068,"993",,
04/05/17 13:00:07.069,"999",,
04/05/17 13:00:12.069,"996",,
04/05/17 13:00:17.068,"996",,
04/05/17 13:00:22.069,"1020",,
04/05/17 13:00:27.069,"991",,
04/05/17 13:00:32.069,"976",,
04/05/17 13:00:37.068,"965",,
04/05/17 13:00:42.069,"945",,
04/05/17 13:00:47.069,"957",,
04/05/17 13:00:52.068,"963",,
04/05/17 13:00:57.069,"960",,
04/05/17 13:01:02.069,"946",,
04/05/17 13:01:07.069,"980",,
04/05/17 13:01:12.068,"1003",,
04/05/17 13:01:17.069,"992",,
04/05/17 13:01:22.069,"989",,
04/05/17 13:01:27.068,"1000",,
04/05/17 13:01:28.271,"1006",,
