,upstrm [Ambient],,,dwnstrm [Ambient],Time Elapsed,AI 2: Upstream CO2 (%),AI 10: Downstream CO2 (%)
,,,,,14747.20651,0.398933063,0.232113568
,,,,,14747.71754,0.397671625,0.235859265
,,,,,14748.20493,0.39844904,0.230846638
,,,,,14748.70639,0.394083846,0.235433208
,,,,,14749.20569,0.400608826,0.232342648
,,,,,14749.71074,0.396909222,0.235279158
,,,,,14750.20499,0.400091359,0.232736267
,,,,,14750.7042,0.398090041,0.237467796
,,,,,14751.20941,0.400383926,0.234663771
,,,,,14751.70447,0.399896714,0.236828473
,,,,,14752.2067,0.404465518,0.233878948
,,,,,14752.719,0.399400492,0.236357712
,,,,,14753.20627,0.403239682,0.235670837
,,,,,14753.7075,0.399567804,0.237030469
,,,,,14754.20685,0.402305789,0.231876333
,,,,,14754.70519,0.401503196,0.237994243
,,,,,14755.20453,0.403924906,0.234489411
,,,,,14755.71007,0.401481029,0.236816912
,,,,,14756.20625,0.404739258,0.234227364
,,,,,14756.70558,0.402380076,0.238356018
,,,,,14757.21108,0.403750031,0.234503342
,,,,,14757.72445,0.401739772,0.236790028
,,,,,14758.20565,0.403673505,0.231734424
,,,,,14758.70512,0.402684166,0.236334153
,,,,,14759.20835,0.403802283,0.231687353
,,,,,14759.70741,0.403744996,0.23594321
,,,,,14760.2108,0.408834555,0.232911788
,,,,,14760.70338,0.403097513,0.235501395
,,,,,14761.20462,0.405686952,0.231255751
,,,,,14761.70479,0.401846709,0.234063584
,,,,,14762.2082,0.407618988,0.23339739
,,,,,14762.70754,0.403413389,0.235100878
,,,,,14763.20675,0.405487683,0.232087846
,,,,,14763.70422,0.402387741,0.235682961
,,,,,14764.20436,0.40476367,0.232079111
,,,,,14764.70971,0.402881756,0.234416346
,,,,,14765.20623,0.404669784,0.231344668
,,,,,14765.7053,0.401113633,0.235915667
,,,,,14766.21164,0.406729539,0.233255806
,,,,,14766.70481,0.403655747,0.23579035
,,,,,14767.20514,0.403265106,0.232106676
,,,,,14767.71734,0.403957132,0.236525075
,,,,,14768.20359,0.409383668,0.233205534
,,,,,14768.70471,0.403615506,0.235551609
,,,,,14769.20477,0.406863088,0.231121995
,,,,,14769.7129,0.403196514,0.237653785
,,,,,14770.21112,0.40825021,0.234033927
,,,,,14770.71115,0.404452767,0.236746285
,,,,,14771.20537,0.409297111,0.235295135
,,,,,14771.70742,0.404287412,0.237105399
,,,,,14772.22067,0.409791843,0.23648029
,,,,,14772.71083,0.406316213,0.235146772
,,,,,14773.20421,0.409172721,0.233425125
,,,,,14773.70358,0.4062297,0.23299692
,,,,,14774.20602,0.411025331,0.232511373
,,,,,14774.7053,0.410698176,0.233073726
,,,,,14775.20871,0.408119028,0.235723443
,,,,,14775.70598,0.409178937,0.238769417
,,,,,14776.2153,0.411193928,0.23749891
,,,,,14776.7154,0.409536028,0.233584397
,,,,,14777.2066,0.410230767,0.23922858
,,,,,14777.71783,0.413230077,0.233825869
,,,,,14778.20887,0.413701941,0.235744452
,,,,,14778.70412,0.415399849,0.234943661
,,,,,14779.20432,0.411573569,0.240662565
,,,,,14779.70473,0.41879847,0.237609426
,,,,,14780.2048,0.411297037,0.238160286
,,,,,14780.70518,0.414900333,0.238252877
,,,,,14781.2095,0.413669581,0.23887925
,,,,,14781.70465,0.419416088,0.236486061
,,,,,14782.20984,0.416118672,0.239850831
,,,,,14782.71918,0.417749637,0.237094457
,,,,,14783.20443,0.413881197,0.240345006
,,,,,14783.70685,0.417845427,0.237632617
,,,,,14784.20512,0.41601696,0.241998224
,,,,,14784.70449,0.418334958,0.239487933
,,,,,14785.20786,0.415700521,0.242850226
,,,,,14785.70503,0.417546099,0.240566201
,,,,,14786.20305,0.413967563,0.243198963
,,,,,14786.70508,0.420325002,0.240835603
,,,,,14787.20612,0.412785669,0.242271511
,,,,,14787.71325,0.418763331,0.241329328
,,,,,14788.20274,0.415990596,0.243956319
,,,,,14788.7041,0.417047312,0.240443988
,,,,,14789.20537,0.416488968,0.244500093
,,,,,14789.70469,0.417894015,0.240855145
,,,,,14790.20591,0.416067816,0.245149981
,,,,,14790.70694,0.419137195,0.241456578
,,,,,14791.21308,0.416885571,0.244340436
,,,,,14791.70511,0.419471441,0.242877369
,,,,,14792.21334,0.417757713,0.245412274
,,,,,14792.70457,0.420769804,0.240849906
,,,,,14793.20477,0.417060157,0.247673713
,,,,,14793.71203,0.419482378,0.242021212
,,,,,14794.2034,0.416703071,0.245110849
,,,,,14794.70463,0.421917289,0.241292712
,,,,,14795.20471,0.417614988,0.243736421
,,,,,14795.70491,0.42228033,0.242540033
,,,,,14796.20597,0.417956007,0.244527203
,,,,,14796.70433,0.421330206,0.240655419
,,,,,14797.20953,0.418133101,0.243336981
,,,,,14797.70995,0.420767514,0.240157024
,,,,,14798.20608,0.417709602,0.24366456
,,,,,14798.7053,0.41966705,0.239378422
,,,,,14799.2056,0.417537012,0.243071286
,,,,,14799.71265,0.420027823,0.239928709
,,,,,14800.21111,0.419311949,0.245540381
,,,,,14800.71755,0.419832122,0.2386397
,,,,,14801.20484,0.415480557,0.241579934
,,,,,14801.7032,0.418422236,0.238041818
,,,,,14802.21267,0.4160113,0.242650952
,,,,,14802.71599,0.420322046,0.237113694
,,,,,14803.21115,0.416274082,0.240313919
,,,,,14803.70955,0.416722541,0.235277289
,,,,,14804.20666,0.414478995,0.239347313
,,,,,14804.71703,0.419448425,0.237612078
,,,,,14805.2193,0.41482752,0.242286541
,,,,,14805.70476,0.417356944,0.235199675
,,,,,14806.20482,0.415618043,0.241000199
,,,,,14806.70593,0.419967761,0.237519449
,,,,,14807.20717,0.414810398,0.239060067
,,,,,14807.71346,0.418861065,0.235247337
,,,,,14808.20958,0.415443178,0.239905428
,,,,,14808.70384,0.41780298,0.236381407
,,,,,14809.20303,0.415578088,0.240022543
,,,,,14809.70946,0.418269179,0.235594977
,,,,,14810.20464,0.41763497,0.241024222
,,,,,14810.7068,0.417773702,0.236884124
,,,,,14811.20685,0.417021028,0.238787534
,,,,,14811.7099,0.414760834,0.236449689
,,,,,14812.20611,0.418206024,0.241017204
,,,,,14812.70543,0.417629288,0.237570235
,,,,,14813.20658,0.420664895,0.241279655
,,,,,14813.7058,0.41854481,0.236202483
,,,,,14814.2041,0.421407267,0.242815461
,,,,,14814.7054,0.420755396,0.238469035
,,,,,14815.21152,0.423245869,0.240878013
,,,,,14815.70677,0.417916953,0.236945064
,,,,,14816.204,0.420920383,0.241391918
,,,,,14816.70522,0.420117277,0.237613337
,,,,,14817.20959,0.423416098,0.239320778
,,,,,14817.71185,0.418412465,0.235787228
,,,,,14818.20999,0.424533162,0.237683534
,,,,,14818.70446,0.423769229,0.237365042
,,,,,14819.20679,0.426468459,0.239166546
,,,,,14819.70511,0.4203088,0.238424646
,,,,,14820.20543,0.425177855,0.240918373
,,,,,14820.70473,0.423145959,0.240380854
,,,,,14821.20382,0.429568947,0.23821483
,,,,,14821.70492,0.420311087,0.239349848
,,,,,14822.20613,0.427156795,0.237532303
,,,,,14822.71147,0.424444128,0.238028453
,,,,,14823.20479,0.425995349,0.236036326
,,,,,14823.71012,0.419682301,0.2381738
,,,,,14824.20548,0.426153212,0.238079837
,,,,,14824.70682,0.42222346,0.239908604
,,,,,14825.20923,0.424134099,0.238875456
,,,,,14825.70555,0.418190567,0.235854271
,,,,,14826.20892,0.426216946,0.235816624
,,,,,14826.7041,0.421584282,0.23969412
,,,,,14827.21144,0.424344445,0.235619848
,,,,,14827.71178,0.417942831,0.234437982
,,,,,14828.20704,0.424446438,0.233530636
,,,,,14828.70652,0.419260687,0.237967867
,,,,,14829.20798,0.42037582,0.232797247
,,,,,14829.70818,0.417785735,0.234409386
,,,,,14830.20558,0.420274776,0.233424507
,,,,,14830.71089,0.416213482,0.235301499
,,,,,14831.20808,0.421090615,0.232114796
,,,,,14831.70435,0.416226132,0.232099171
,,,,,14832.21174,0.420707626,0.231092568
,,,,,14832.70502,0.417946243,0.23351986
,,,,,14833.21017,0.421061953,0.230029499
,,,,,14833.70354,0.414771648,0.231320862
,,,,,14834.20877,0.420619874,0.227683367
,,,,,14834.70515,0.416818091,0.23322734
,,,,,14835.2045,0.419872632,0.227938606
,,,,,14835.70569,0.416668365,0.230547958
,,,,,14836.20492,0.420457147,0.228932807
,,,,,14836.70408,0.416480374,0.229893568
,,,,,14837.20621,0.418972135,0.225124351
,,,,,14837.70829,0.416708421,0.229320286
,,,,,14838.2035,0.418564361,0.225190034
,,,,,14838.7049,0.414692565,0.228846212
,,,,,14839.21326,0.420047448,0.224361838
,,,,,14839.71765,0.411632564,0.226740307
,,,,,14840.21772,0.416672428,0.22420495
,,,,,14840.70696,0.415141918,0.226640399
,,,,,14841.20524,0.41758056,0.223432388
,,,,,14841.70437,0.413495851,0.226664926
,,,,,14842.20769,0.416491234,0.223827048
,,,,,14842.72611,0.413567342,0.227960252
,,,,,14843.2094,0.41561239,0.224116958
,,,,,14843.71369,0.413299442,0.229921487
,,,,,14844.20603,0.418274053,0.225249643
,,,,,14844.70542,0.41321772,0.229942578
,,,,,14845.20567,0.41628607,0.226265508
,,,,,14845.71099,0.410902936,0.230612172
,,,,,14846.20832,0.415193649,0.226985839
,,,,,14846.70451,0.411201295,0.230398932
,,,,,14847.20596,0.413364107,0.22861843
,,,,,14847.71306,0.410614738,0.234014182
,,,,,14848.21809,0.414817831,0.231204505
,,,,,14848.70527,0.416001442,0.234835637
,,,,,14849.20741,0.414278518,0.23277576
,,,,,14849.70644,0.41889906,0.235018208
,,,,,14850.21547,0.412555244,0.231996764
,,,,,14850.7065,0.413837021,0.235214894
,,,,,14851.23453,0.411917021,0.232335612
,,,,,14851.74057,0.413035508,0.236893803
,,,,,14852.23259,0.414132722,0.233291684
,,,,,14852.73167,0.415114625,0.235754087
,,,,,14853.2407,0.413156915,0.234337165
,,,,,14853.73072,0.415263794,0.236305316
,,,,,14854.23175,0.41230524,0.230902448
,,,,,14854.73478,0.415827907,0.235333319
,,,,,14855.42182,0.413840267,0.237628707
,,,,,14855.96686,0.416985476,0.234663771
,,,,,14856.55089,0.413234777,0.234805946
,,,,,14857.18592,0.413495851,0.230985027
,,,,,14857.68095,0.418474103,0.234729131
,,,,,14858.18198,0.414555789,0.228664883
,,,,,14858.67901,0.417197029,0.233782211
,,,,,14859.18504,0.414227671,0.228973006
,,,,,14859.69907,0.417722766,0.232323788
,,,,,14860.87114,0.421606266,0.229020745
,,,,,14861.36816,0.419682301,0.232082183
,,,,,14861.86619,0.418074776,0.226120968
,,,,,14862.36824,0.416282672,0.232051413
,,,,,14862.87527,0.421685623,0.227349694
,,,,,14863.36428,0.419789479,0.22984125
,,,,,14863.86633,0.418951419,0.224401944
,,,,,14864.36734,0.417253797,0.230440735
,,,,,14864.86637,0.420150143,0.224644314
,,,,,14865.36839,0.419093483,0.228234045
,,,,,14865.86342,0.420012296,0.221715636
,,,,,14866.37245,0.420569607,0.229263465
,,,,,14866.86848,0.420740988,0.224941843
,,,,,14867.40451,0.418211713,0.226708448
,,,,,14867.90454,0.421806133,0.22118366
,,,,,14868.40257,0.417835668,0.22513176
,,,,,14868.9046,0.420535556,0.222774081
,,,,,14869.40363,0.419047491,0.225279641
,,,,,14869.90667,0.416235192,0.219857301
,,,,,14870.40769,0.421585509,0.226201091
,,,,,14870.90471,0.421117164,0.220776722
,,,,,14871.43474,0.424456352,0.22627895
,,,,,14871.94377,0.421605207,0.219742639
,,,,,14872.4328,0.421793313,0.222409055
,,,,,14872.93784,0.420192821,0.220928197
,,,,,14873.43586,0.422202111,0.226331652
,,,,,14873.93189,0.416877878,0.219943609
,,,,,14874.43592,0.418251447,0.224831151
,,,,,14874.93895,0.419096429,0.222321892
,,,,,14875.42997,0.420853013,0.225537313
,,,,,14875.928,0.417705529,0.220724269
,,,,,14876.43511,0.420468111,0.226897234
,,,,,14876.92932,0.418856506,0.221980925
,,,,,14877.4316,0.422435471,0.224530502
,,,,,14877.92883,0.418183075,0.222487514
,,,,,14878.4301,0.421316256,0.22529779
,,,,,14878.92814,0.419564483,0.222321176
,,,,,14879.43134,0.420714936,0.226197967
,,,,,14879.9426,0.415758121,0.2211663
,,,,,14880.43091,0.421660189,0.225361459
,,,,,14880.93219,0.416934513,0.222831386
,,,,,14881.43036,0.419272427,0.22718687
,,,,,14881.93439,0.41530688,0.223343523
,,,,,14882.43042,0.418227834,0.22467781
,,,,,14882.92945,0.414121922,0.224590644
,,,,,14883.43457,0.418819177,0.229085723
,,,,,14883.93468,0.415780935,0.222416376
,,,,,14884.43475,0.419556966,0.228812708
,,,,,14884.93091,0.41454498,0.225233282
,,,,,14885.43204,0.418264282,0.230301039
,,,,,14885.93709,0.411820352,0.224388024
,,,,,14886.42934,0.417140842,0.229615164
,,,,,14886.93465,0.412749352,0.227363802
,,,,,14887.43097,0.417822971,0.231733677
,,,,,14887.93205,0.409863303,0.22573268
,,,,,14888.43307,0.414477208,0.228896337
,,,,,14888.92809,0.413364107,0.228435799
,,,,,14889.43329,0.417550171,0.231689326
,,,,,14889.93455,0.410970621,0.227167699
,,,,,14890.43458,0.415639716,0.231123219
,,,,,14890.94682,0.413859262,0.232256799
,,,,,14891.43785,0.417171205,0.232177596
,,,,,14891.93188,0.411840713,0.231044927
,,,,,14892.43297,0.417066789,0.229893568
,,,,,14892.93017,0.410218625,0.230406518
,,,,,14893.43047,0.41665703,0.231078226
,,,,,14893.93074,0.41126675,0.22986991
,,,,,14894.43486,0.416506155,0.230981225
,,,,,14894.92913,0.412443357,0.233499676
,,,,,14895.43247,0.418077437,0.232118616
,,,,,14895.9346,0.409149921,0.232463324
,,,,,14896.43371,0.415254096,0.235089539
,,,,,14896.93197,0.413320997,0.235848517
,,,,,14897.4291,0.416162074,0.232059052
,,,,,14897.93245,0.410871913,0.235486164
,,,,,14898.43947,0.416883079,0.233712044
,,,,,14898.9605,0.411979881,0.233857495
,,,,,14899.45653,0.415859314,0.233186616
,,,,,14899.9547,0.410231883,0.234068056
,,,,,14900.45599,0.415411342,0.233344775
,,,,,14900.95805,0.412138875,0.235582229
,,,,,14901.45733,0.412617088,0.232065329
,,,,,14901.96062,0.412306912,0.235347293
,,,,,14902.45581,0.413930012,0.232090917
,,,,,14902.95415,0.414745507,0.234950637
,,,,,14903.45425,0.408276592,0.23004621
,,,,,14903.95553,0.410384162,0.232663599
,,,,,14904.45472,0.410342885,0.231663511
,,,,,14904.95475,0.41292709,0.237921551
,,,,,14905.4611,0.411268867,0.231915193
,,,,,14905.95418,0.411248531,0.232824897
,,,,,14906.45674,0.409847505,0.231681832
,,,,,14906.95604,0.414923667,0.235872647
,,,,,14907.45644,0.411885453,0.230321077
,,,,,14907.95484,0.409909393,0.230060618
,,,,,14908.45431,0.409898541,0.229425021
,,,,,14908.95452,0.416144431,0.233848694
,,,,,14909.4597,0.411873592,0.228815132
,,,,,14909.95873,0.410500795,0.229165486
,,,,,14910.45487,0.410869677,0.227102526
,,,,,14910.96319,0.415667997,0.23232515
,,,,,14911.45519,0.412090287,0.226390476
,,,,,14911.95722,0.415707969,0.230340372
,,,,,14912.45447,0.413989155,0.22611545
,,,,,14912.96574,0.415623226,0.227229894
,,,,,14913.45506,0.413536765,0.224796872
,,,,,14913.95517,0.416369512,0.228235838
,,,,,14914.45867,0.417077373,0.223503021
,,,,,14914.96402,0.416199229,0.224557175
,,,,,14915.46124,0.413341427,0.22099875
,,,,,14915.95436,0.420927925,0.224740975
,,,,,14916.45749,0.414748891,0.220436366
,,,,,14916.9556,0.416860432,0.222545233
,,,,,14917.45768,0.414422693,0.220696352
,,,,,14917.95394,0.416655896,0.221856208
,,,,,14918.45443,0.413246679,0.219079672
,,,,,14918.96548,0.416544326,0.222795824
,,,,,14919.45465,0.412743953,0.218085118
,,,,,14919.96082,0.417090521,0.221805723
,,,,,14920.45505,0.412194374,0.216506141
,,,,,14920.96147,0.418456357,0.222843436
,,,,,14921.45549,0.41421349,0.217377305
,,,,,14921.95968,0.416392365,0.222660211
,,,,,14922.45679,0.414582638,0.219628453
,,,,,14922.95691,0.418586189,0.224189726
,,,,,14923.46024,0.413349956,0.22184962
,,,,,14923.95762,0.419521384,0.222829616
,,,,,14924.45775,0.415534741,0.220781525
,,,,,14924.96407,0.415827246,0.224627681
,,,,,14925.45432,0.412424558,0.220405261
,,,,,14925.95532,0.417355145,0.226527004
,,,,,14926.45735,0.413230089,0.223349563
,,,,,14926.95968,0.414313656,0.225470027
,,,,,14927.45405,0.412284206,0.225098936
,,,,,14927.9574,0.417413656,0.227138172
,,,,,14928.45478,0.410058658,0.223712916
,,,,,14928.95516,0.414531255,0.228167603
,,,,,14929.45441,0.411994508,0.225143341
,,,,,14929.95777,0.413927101,0.228361308
,,,,,14930.45601,0.411588126,0.225754719
,,,,,14930.95935,0.410436379,0.230130906
,,,,,14931.45471,0.411287894,0.225824891
,,,,,14931.95979,0.413675675,0.229865649
,,,,,14932.45405,0.412217923,0.226674189
,,,,,14932.95817,0.413819285,0.23078543
,,,,,14933.46056,0.409391466,0.228004014
,,,,,14933.95502,0.41261802,0.229015763
,,,,,14934.45937,0.412723799,0.228388558
,,,,,14934.95443,0.411571795,0.227181325
,,,,,14935.45669,0.412178948,0.231192611
,,,,,14935.96011,0.413626902,0.230173862
,,,,,14936.45436,0.409179524,0.229361763
,,,,,14936.96239,0.414160425,0.226519078
,,,,,14937.46082,0.410612967,0.231946554
,,,,,14937.9541,0.412419414,0.2259397
,,,,,14938.45942,0.411881902,0.226388679
,,,,,14938.95556,0.409735994,0.226597528
,,,,,14939.45778,0.41197745,0.229520529
,,,,,14939.95481,0.409939537,0.226036172
,,,,,14940.45914,0.409525788,0.229083298
,,,,,14940.95662,0.408435065,0.228530447
,,,,,14941.4577,0.411470075,0.228383592
,,,,,14941.96591,0.408529135,0.224802484
,,,,,14942.46603,0.41215345,0.22812441
,,,,,14942.96319,0.414421374,0.225180466
,,,,,14943.46259,0.41072341,0.224339474
,,,,,14943.96481,0.408108849,0.223448747
,,,,,14944.467,0.412211198,0.227316543
,,,,,14944.9551,0.408471459,0.222941066
,,,,,14945.45949,0.408744371,0.22517259
,,,,,14945.96352,0.406192565,0.221891628
,,,,,14946.4601,0.41009186,0.223814347
,,,,,14946.95315,0.408419971,0.22190363
,,,,,14947.45538,0.410879738,0.223891997
,,,,,14947.96379,0.408089788,0.220925858
,,,,,14948.45704,0.409442624,0.222933137
,,,,,14948.9633,0.40657868,0.218835597
,,,,,14949.45439,0.408112179,0.219880637
,,,,,14949.95957,0.407624228,0.219275265
,,,,,14950.45586,0.412370784,0.220525219
,,,,,14950.95915,0.410752756,0.218732985
,,,,,14951.45626,0.412182323,0.22042807
,,,,,14951.95472,0.409691123,0.215997594
,,,,,14952.45686,0.411880781,0.219896608
,,,,,14952.96791,0.408512273,0.216360618
,,,,,14953.45431,0.411815549,0.219082117
,,,,,14953.96567,0.410092976,0.215483401
,,,,,14954.45678,0.411677095,0.218526197
,,,,,14954.96245,0.408454555,0.216211482
,,,,,14955.45755,0.413123282,0.218115193
,,,,,14955.96868,0.410434146,0.214380688
,,,,,14956.45734,0.412516697,0.217664431
,,,,,14956.96664,0.410384379,0.214706668
,,,,,14957.46194,0.414536894,0.218648453
,,,,,14957.97224,0.410500607,0.21649742
,,,,,14958.4585,0.413025202,0.219820606
,,,,,14958.96761,0.409817024,0.215768414
,,,,,14959.45581,0.413654102,0.219951303
,,,,,14959.956,0.411236165,0.217032985
,,,,,14960.45514,0.413786911,0.220655749
,,,,,14960.96656,0.409833937,0.217552617
,,,,,14961.45764,0.412504329,0.220269374
,,,,,14961.96598,0.409763593,0.218509174
,,,,,14962.45342,0.412448117,0.222498111
,,,,,14962.96658,0.410909013,0.217847573
,,,,,14963.46096,0.413479255,0.223315689
,,,,,14963.95733,0.409181626,0.219191812
,,,,,14964.45922,0.414830716,0.224076879
,,,,,14964.95647,0.408752806,0.220128631
,,,,,14965.45556,0.411295263,0.223400837
,,,,,14965.95575,0.409461751,0.221393239
,,,,,14966.45483,0.411195512,0.224443367
,,,,,14966.95494,0.41005531,0.222507788
,,,,,14967.45847,0.41320113,0.226980972
,,,,,14967.95687,0.411466901,0.221503231
,,,,,14968.45625,0.413385004,0.226513681
,,,,,14968.96866,0.408692189,0.22465781
,,,,,14969.46297,0.413666672,0.227117344
,,,,,14969.95637,0.410371447,0.223669385
,,,,,14970.45449,0.414071769,0.227513968
,,,,,14970.96466,0.410921968,0.222856666
,,,,,14971.45495,0.414057588,0.226793692
,,,,,14971.95502,0.412787258,0.222829616
,,,,,14972.45417,0.41628201,0.225985478
,,,,,14972.96245,0.413002532,0.222833155
,,,,,14973.45658,0.416866342,0.225983683
,,,,,14973.96192,0.413560399,0.22104598
,,,,,14974.46527,0.413932733,0.223530286
,,,,,14974.9543,0.414269309,0.217223064
,,,,,14975.45842,0.41595966,0.222595293
,,,,,14975.96397,0.416653438,0.220073182
,,,,,14976.45928,0.414969687,0.221422808
,,,,,14976.95468,0.418489573,0.217649205
,,,,,14977.46283,0.416767621,0.219761049
,,,,,14977.95518,0.420249233,0.216003311
,,,,,14978.46061,0.419723609,0.219576753
,,,,,14978.96572,0.421505523,0.215164846
,,,,,14979.4558,0.417889484,0.217247715
,,,,,14979.95683,0.421544295,0.214633688
,,,,,14980.45732,0.420710833,0.218394822
,,,,,14980.95868,0.419093956,0.214554507
,,,,,14981.45584,0.420050209,0.214450034
,,,,,14981.96001,0.424449228,0.215700323
,,,,,14982.4552,0.42071268,0.214188471
,,,,,14982.95552,0.425935547,0.214406273
,,,,,14983.45596,0.42166296,0.214604107
,,,,,14983.95527,0.424952705,0.217135998
,,,,,14984.45538,0.42120321,0.215954293
,,,,,14984.96477,0.427454761,0.219275031
,,,,,14985.45558,0.42207866,0.217958707
,,,,,14985.95702,0.425967137,0.219974512
,,,,,14986.4553,0.420513588,0.214010809
,,,,,14986.95458,0.428832302,0.220277664
,,,,,14987.45576,0.422949513,0.216506266
,,,,,14987.95682,0.428036256,0.219717122
,,,,,14988.45819,0.424624056,0.218119938
,,,,,14988.95447,0.424206856,0.221416472
,,,,,14989.45509,0.424808808,0.2198185
,,,,,14989.96049,0.426973604,0.223019458
,,,,,14990.45686,0.423495023,0.220837739
,,,,,14990.95517,0.426640328,0.223508602
,,,,,14991.4573,0.422654542,0.219276772
,,,,,14991.95833,0.427721018,0.223042622
,,,,,14992.4536,0.424392726,0.221230692
,,,,,14992.96492,0.425422044,0.223318182
,,,,,14993.45613,0.423415425,0.222099408
,,,,,14993.96126,0.4249183,0.224276757
,,,,,14994.4576,0.423488589,0.222947096
,,,,,14994.96071,0.424221384,0.225538187
,,,,,14995.4551,0.42154949,0.221939636
,,,,,14995.96449,0.425487105,0.224035651
,,,,,14996.4647,0.421315586,0.223941842
,,,,,14996.95788,0.426115726,0.226136925
,,,,,14997.46326,0.421647269,0.221908456
,,,,,14997.96569,0.423295777,0.224979663
,,,,,14998.45989,0.420766845,0.221746204
,,,,,14998.96008,0.424243352,0.224933378
,,,,,14999.46035,0.424781352,0.221179435
,,,,,14999.96647,0.42227073,0.225540574
,,,,,15000.45989,0.418691929,0.221787354
,,,,,15000.95722,0.421884093,0.225446362
,,,,,15001.4615,0.418088815,0.221955513
,,,,,15001.9598,0.420147164,0.227872902
,,,,,15002.45509,0.418626238,0.220962889
,,,,,15002.96136,0.423357238,0.226070212
,,,,,15003.46064,0.417226827,0.222870248
,,,,,15003.95764,0.416732747,0.227144072
,,,,,15004.45883,0.417957616,0.225175925
,,,,,15004.96404,0.420900818,0.227443897
,,,,,15005.45829,0.416088855,0.225171994
,,,,,15005.9623,0.418484352,0.228408654
,,,,,15006.45856,0.415339846,0.22750938
,,,,,15006.95567,0.420194434,0.229118647
,,,,,15007.45585,0.416026017,0.227158759
,,,,,15007.96224,0.418289989,0.232174246
,,,,,15008.46164,0.415876288,0.228355737
,,,,,15008.96287,0.420664226,0.232976918
,,,,,15009.46213,0.417300733,0.231085969
,,,,,15009.96438,0.419185915,0.234101565
,,,,,15010.45763,0.416512291,0.233035478
,,,,,15010.96382,0.420257906,0.23799879
,,,,,15011.45693,0.415240819,0.234418342
,,,,,15011.95515,0.415805554,0.239149066
,,,,,15012.45532,0.415803088,0.236377653
,,,,,15012.97058,0.416668836,0.239937242
,,,,,15013.46379,0.415201557,0.236560958
,,,,,15013.95497,0.416796825,0.241632722
,,,,,15014.45525,0.41630372,0.241030879
,,,,,15014.95547,0.411443477,0.245226686
,,,,,15015.4618,0.413844903,0.243233275
,,,,,15015.96895,0.412826614,0.250611654
,,,,,15016.464,0.40939258,0.246117542
,,,,,15016.95814,0.408282607,0.249444324
,,,,,15017.45426,0.410016141,0.246981405
,,,,,15017.96236,0.408024833,0.253074745
,,,,,15018.4577,0.408926539,0.250553077
,,,,,15018.95809,0.40543957,0.254110646
,,,,,15019.45829,0.407214376,0.252328931
,,,,,15019.96174,0.401390552,0.255731509
,,,,,15020.45501,0.402504734,0.252702486
,,,,,15020.96435,0.401743506,0.256954947
,,,,,15021.4557,0.403435345,0.254358351
,,,,,15021.95683,0.396710247,0.258213702
,,,,,15022.45696,0.399295766,0.256043627
,,,,,15022.96214,0.394637489,0.259151752
,,,,,15023.45351,0.39666887,0.255961751
,,,,,15023.96283,0.391003771,0.260814891
,,,,,15024.45435,0.393081427,0.256426473
,,,,,15024.95664,0.390456191,0.260203692
,,,,,15025.45702,0.389634136,0.256863846
,,,,,15025.96334,0.386775875,0.260731395
,,,,,15026.46071,0.384868653,0.255416412
,,,,,15026.9569,0.382854081,0.25860295
,,,,,15027.45623,0.385854369,0.257291914
,,,,,15027.95453,0.378621194,0.257929407
,,,,,15028.45575,0.378851165,0.25793256
,,,,,15028.96407,0.378724063,0.258076647
,,,,,15029.46055,0.377829001,0.259452839
,,,,,15029.95586,0.374092797,0.260948222
,,,,,15030.45319,0.374301574,0.257040788
,,,,,15030.95629,0.372198825,0.256798898
,,,,,15031.46663,0.373171014,0.257949238
,,,,,15031.95674,0.367749445,0.254836797
,,,,,15032.45596,0.372043388,0.253054216
,,,,,15032.9633,0.370611567,0.255787238
,,,,,15033.45547,0.371047949,0.259897472
,,,,,15033.96169,0.367089171,0.258068837
,,,,,15034.45403,0.368111817,0.25804805
,,,,,15034.9544,0.365413208,0.255617617
,,,,,15035.45363,0.367410065,0.261696674
,,,,,15035.96595,0.362091932,0.256069295
,,,,,15036.45726,0.362878071,0.257200268
,,,,,15036.95941,0.360410322,0.256325813
,,,,,15037.46381,0.363592746,0.261134657
,,,,,15037.96409,0.361191359,0.258230403
,,,,,15038.45516,0.362221528,0.260186714
,,,,,15038.96539,0.359827203,0.258078013
,,,,,15039.4545,0.365257399,0.262343895
,,,,,15039.96089,0.359051872,0.261147547
,,,,,15040.45729,0.35621018,0.25969453
,,,,,15040.96151,0.356043696,0.257890294
,,,,,15041.45999,0.358919369,0.263958516
,,,,,15041.95515,0.354388048,0.258233137
,,,,,15042.45852,0.35556024,0.26096704
,,,,,15042.96494,0.352196452,0.260995955
,,,,,15043.46121,0.356475998,0.263242759
,,,,,15043.95444,0.351393823,0.261988795
,,,,,15044.45562,0.350478289,0.261509649
,,,,,15044.957,0.350043195,0.261119582
,,,,,15045.45411,0.353706126,0.264320045
,,,,,15045.95427,0.348269201,0.262063957
,,,,,15046.45651,0.349861112,0.262663465
,,,,,15046.95562,0.347998292,0.262243904
,,,,,15047.454,0.348631395,0.266478234
,,,,,15047.96119,0.351094292,0.262874987
,,,,,15048.45866,0.348007369,0.265093418
,,,,,15048.95585,0.349961052,0.263663118
,,,,,15049.457,0.349422158,0.268667634
,,,,,15049.95745,0.349382297,0.263852026
,,,,,15050.45464,0.341248433,0.26634135
,,,,,15050.96892,0.346636025,0.267025683
