,upstrm [Ambient],,,dwnstrm [Ambient],Time Elapsed,AI 2: Upstream CO2 (%),AI 10: Downstream CO2 (%)
,,,,,15051.45319,0.346541191,0.270401924
,,,,,15051.95429,0.345828412,0.266086467
,,,,,15052.45585,0.342408852,0.265981987
,,,,,15052.95488,0.348987757,0.267709714
,,,,,15053.45926,0.343304524,0.27241922
,,,,,15053.95661,0.348748281,0.270065082
,,,,,15054.4579,0.342176155,0.267700348
,,,,,15054.95922,0.347587656,0.267240634
,,,,,15055.45338,0.341710559,0.272274014
,,,,,15055.95965,0.346427889,0.268335416
,,,,,15056.46106,0.341290143,0.270232437
,,,,,15056.95409,0.345500478,0.27141971
,,,,,15057.46001,0.344307582,0.276529579
,,,,,15057.95409,0.347413059,0.272178049
,,,,,15058.45658,0.341660467,0.275085587
,,,,,15058.95995,0.347140493,0.274569072
,,,,,15059.45316,0.342650867,0.278100783
,,,,,15059.95977,0.345611313,0.275551589
,,,,,15060.45709,0.34232331,0.278858107
,,,,,15060.9534,0.345761917,0.277231195
,,,,,15061.45692,0.343419054,0.281514442
,,,,,15061.96223,0.344003791,0.276387971
,,,,,15062.45547,0.341355759,0.281939292
,,,,,15062.9627,0.347645847,0.280855502
,,,,,15063.45402,0.342692748,0.284883714
,,,,,15063.96023,0.346373868,0.282192091
,,,,,15064.45447,0.340958204,0.28504572
,,,,,15064.96596,0.345800419,0.284603999
,,,,,15065.4593,0.340809064,0.28630516
,,,,,15065.9597,0.344870757,0.285261538
,,,,,15066.45904,0.340148952,0.287461459
,,,,,15066.9582,0.344615285,0.28556855
,,,,,15067.45443,0.341949647,0.29170434
,,,,,15067.96066,0.342328511,0.287729551
,,,,,15068.45418,0.339236974,0.290056307
,,,,,15068.95538,0.342888833,0.286876007
,,,,,15069.45471,0.337874555,0.292130683
,,,,,15069.95985,0.342401784,0.287283241
,,,,,15070.46119,0.339341066,0.29175261
,,,,,15070.95524,0.341180329,0.287379479
,,,,,15071.46852,0.336800249,0.291212894
,,,,,15071.96474,0.339947538,0.289265349
,,,,,15072.45491,0.338790943,0.291663354
,,,,,15072.96518,0.339319675,0.289604906
,,,,,15073.45856,0.338942946,0.293120052
,,,,,15073.95587,0.340308405,0.290511171
,,,,,15074.45599,0.3389853,0.292727411
,,,,,15074.96247,0.340131208,0.291425695
,,,,,15075.45789,0.338042927,0.288895286
,,,,,15075.95797,0.340370539,0.28812085
,,,,,15076.46143,0.336921407,0.289907977
,,,,,15076.95556,0.339026732,0.289339085
,,,,,15077.46093,0.335381722,0.288798331
,,,,,15077.9533,0.343114961,0.29486251
,,,,,15078.45875,0.337340405,0.29177734
,,,,,15078.96407,0.339781602,0.294441915
,,,,,15079.45541,0.334383841,0.2891781
,,,,,15079.95663,0.340012924,0.294096435
,,,,,15080.46003,0.336801166,0.290487607
,,,,,15080.96036,0.339709398,0.290491159
,,,,,15081.45373,0.342014472,0.289885224
,,,,,15081.95686,0.339469258,0.292776465
,,,,,15082.4564,0.337198022,0.289793707
,,,,,15082.95442,0.341668445,0.292178896
,,,,,15083.45445,0.338873225,0.290549765
,,,,,15083.96774,0.340323764,0.292789975
,,,,,15084.45505,0.341695523,0.28999098
,,,,,15084.95926,0.341671234,0.292587284
,,,,,15085.45972,0.342542816,0.288858525
,,,,,15085.95999,0.338494234,0.290562407
,,,,,15086.45909,0.341692733,0.289416407
,,,,,15086.95533,0.339948463,0.29141319
,,,,,15087.45445,0.339727114,0.286733547
,,,,,15087.95346,0.340373317,0.291290694
,,,,,15088.45488,0.344505582,0.288544655
,,,,,15088.95594,0.346325884,0.293735667
,,,,,15089.46024,0.346303502,0.286854253
,,,,,15089.96366,0.344982997,0.291651606
,,,,,15090.45701,0.34604218,0.28668703
,,,,,15090.95511,0.34513799,0.28924772
,,,,,15091.46945,0.348627046,0.287059678
,,,,,15091.95446,0.345710456,0.288414035
,,,,,15092.45673,0.348652421,0.284330031
,,,,,15092.95508,0.346256461,0.290689384
,,,,,15093.46435,0.349295737,0.284591173
,,,,,15093.9674,0.347828775,0.287804158
,,,,,15094.46169,0.349569621,0.284254776
,,,,,15094.96313,0.346038405,0.286883765
,,,,,15095.45438,0.347693078,0.28185934
,,,,,15095.96069,0.349957639,0.287026944
,,,,,15096.46007,0.350494663,0.283537023
,,,,,15096.95623,0.348371365,0.286676836
,,,,,15097.4624,0.349624328,0.283348429
,,,,,15097.95343,0.346615115,0.286036611
,,,,,15098.45478,0.350780188,0.284308467
,,,,,15098.95511,0.3467089,0.285918644
,,,,,15099.46031,0.351027346,0.283870019
,,,,,15099.95334,0.343619241,0.286045407
,,,,,15100.4567,0.348035546,0.282942901
,,,,,15100.961,0.346844196,0.287167797
,,,,,15101.46142,0.350208928,0.284331536
,,,,,15101.95743,0.344700244,0.286768805
,,,,,15102.45584,0.346654657,0.284058173
,,,,,15102.954,0.341749929,0.286893041
,,,,,15103.45731,0.350490291,0.286481647
,,,,,15103.9596,0.345090567,0.287886638
,,,,,15104.45484,0.347955786,0.284128806
,,,,,15104.95487,0.342596322,0.287664836
,,,,,15105.46024,0.34652634,0.286804669
,,,,,15105.95627,0.345346987,0.288249199
,,,,,15106.45367,0.348559065,0.285253069
,,,,,15106.95677,0.342937002,0.289994507
,,,,,15107.46095,0.346867556,0.285754436
,,,,,15107.96402,0.343719315,0.288214032
,,,,,15108.45937,0.347430231,0.284464291
,,,,,15108.96083,0.344149805,0.288729461
,,,,,15109.4561,0.347841633,0.285775188
,,,,,15109.96047,0.343268226,0.286485603
,,,,,15110.46076,0.348402415,0.284083469
,,,,,15110.95408,0.342963835,0.28640961
,,,,,15111.45642,0.347155767,0.283718565
,,,,,15111.95644,0.344842834,0.287088284
,,,,,15112.4546,0.34789512,0.283056856
,,,,,15112.96285,0.344143638,0.285670472
,,,,,15113.45608,0.347938588,0.283957578
,,,,,15113.95642,0.345049875,0.284966955
,,,,,15114.45455,0.348277335,0.282042925
,,,,,15114.96444,0.344437613,0.285627317
,,,,,15115.45892,0.346368214,0.283820961
,,,,,15115.95926,0.345041814,0.285150468
,,,,,15116.4607,0.348753025,0.282927599
,,,,,15116.95484,0.344701182,0.288722111
,,,,,15117.45428,0.348820092,0.282360393
,,,,,15117.96043,0.345928658,0.286693859
,,,,,15118.45976,0.347653415,0.283336107
,,,,,15118.96537,0.345625577,0.287472746
,,,,,15119.45444,0.34948405,0.285547647
,,,,,15119.95546,0.34330359,0.284426523
,,,,,15120.46488,0.348295498,0.282624119
,,,,,15120.96015,0.344291494,0.284410694
,,,,,15121.45655,0.344938023,0.283238764
,,,,,15121.95667,0.345280592,0.285028628
,,,,,15122.45493,0.344878813,0.289945475
,,,,,15122.9532,0.345304785,0.291482119
,,,,,15123.46352,0.348344107,0.290325875
,,,,,15123.96094,0.348007369,0.287431437
,,,,,15124.4532,0.348572503,0.29148752
,,,,,15124.96566,0.347588866,0.287699947
,,,,,15125.45374,0.346180948,0.288983536
,,,,,15125.96502,0.347927623,0.287737333
,,,,,15126.45432,0.346112502,0.292574557
,,,,,15126.95355,0.35097433,0.290775846
,,,,,15127.46011,0.347929516,0.294507813
,,,,,15127.96027,0.350209881,0.296609786
,,,,,15128.45447,0.349072526,0.296783577
,,,,,15128.95882,0.349502277,0.293773171
,,,,,15129.45804,0.349098889,0.297063106
,,,,,15129.96026,0.35125084,0.294345605
,,,,,15130.45464,0.348598826,0.295161122
,,,,,15130.96193,0.349642564,0.293475594
,,,,,15131.46027,0.348103426,0.299110411
,,,,,15131.95565,0.350968997,0.296067629
,,,,,15132.45983,0.34932647,0.299679183
,,,,,15132.96025,0.352929608,0.297405687
,,,,,15133.45864,0.348512664,0.300356316
,,,,,15133.96192,0.355778549,0.297308097
,,,,,15134.46122,0.350383788,0.30221727
,,,,,15134.96665,0.353601227,0.298210569
,,,,,15135.46006,0.348608865,0.303514934
,,,,,15135.95938,0.352775667,0.299627525
,,,,,15136.46684,0.349009359,0.30263577
,,,,,15136.95493,0.353121887,0.29978201
,,,,,15137.4653,0.349287184,0.304476324
,,,,,15137.9565,0.354438285,0.300708218
,,,,,15138.46507,0.349966766,0.302984511
,,,,,15138.96033,0.351206001,0.302873647
,,,,,15139.45648,0.348960458,0.304830892
,,,,,15139.95473,0.350444587,0.301228867
,,,,,15140.45321,0.345967179,0.303588479
,,,,,15140.96757,0.350211786,0.299508385
,,,,,15141.45357,0.348194655,0.306098378
,,,,,15141.9566,0.349092634,0.299043662
,,,,,15142.45973,0.346721713,0.302148719
,,,,,15142.96294,0.348568155,0.300830573
,,,,,15143.45427,0.346222221,0.302106901
,,,,,15143.96666,0.349648828,0.298107824
,,,,,15144.46801,0.345102932,0.301074811
,,,,,15144.95425,0.349171722,0.297715402
,,,,,15145.46439,0.344099675,0.299579711
,,,,,15145.96159,0.347762781,0.29559726
,,,,,15146.45491,0.345524944,0.298761623
,,,,,15146.95705,0.347246308,0.294178704
,,,,,15147.4602,0.343040604,0.295593347
,,,,,15147.96339,0.347002824,0.294100326
,,,,,15148.46781,0.344431443,0.294677192
,,,,,15148.96905,0.347918551,0.291548441
,,,,,15149.45342,0.34346049,0.293751068
,,,,,15149.96479,0.346318738,0.289707064
,,,,,15150.45505,0.344064723,0.291026989
,,,,,15150.95456,0.345792342,0.28676577
,,,,,15151.45883,0.343269644,0.29070741
,,,,,15151.95511,0.34810532,0.286104533
,,,,,15152.45946,0.345323129,0.288355586
,,,,,15152.95885,0.346440304,0.284431506
,,,,,15153.46202,0.343325234,0.28476094
,,,,,15153.9542,0.347730294,0.280204857
,,,,,15154.45548,0.343434159,0.282065806
,,,,,15154.96494,0.346029393,0.278791723
,,,,,15155.45818,0.343803008,0.281034934
,,,,,15155.95482,0.347463873,0.276749618
,,,,,15156.45412,0.345412273,0.279736927
,,,,,15156.95526,0.346833263,0.275292135
,,,,,15157.45429,0.345673464,0.278976719
,,,,,15157.95532,0.346493576,0.274584371
,,,,,15158.45863,0.346279235,0.277438987
,,,,,15158.96386,0.345018572,0.274416436
,,,,,15159.46024,0.348926907,0.275389028
,,,,,15159.96555,0.350329924,0.270647437
,,,,,15160.45707,0.351361552,0.275131673
,,,,,15160.96228,0.345854598,0.271183228
,,,,,15161.46443,0.349334628,0.274651198
,,,,,15161.95346,0.346892803,0.272351057
,,,,,15162.45771,0.349215343,0.275302492
,,,,,15162.95898,0.347889441,0.272252378
,,,,,15163.46527,0.351521866,0.274538943
,,,,,15163.9546,0.348293603,0.270729083
,,,,,15164.45595,0.351410237,0.273368361
,,,,,15164.95597,0.348048018,0.272779057
,,,,,15165.46334,0.352642414,0.275520319
,,,,,15165.95975,0.350036925,0.27141971
,,,,,15166.46607,0.35280995,0.273844614
,,,,,15166.96145,0.347674942,0.271273743
,,,,,15167.45472,0.353128214,0.274392727
,,,,,15167.9669,0.349745375,0.27476247
,,,,,15168.45822,0.354193761,0.273107465
,,,,,15168.95524,0.352832787,0.277836225
,,,,,15169.45537,0.356119926,0.27249906
,,,,,15169.96166,0.353511868,0.272059405
,,,,,15170.45594,0.356211149,0.270480486
,,,,,15170.95417,0.356386921,0.274770625
,,,,,15171.4553,0.358604156,0.27219869
,,,,,15171.96645,0.355086487,0.273838092
,,,,,15172.45573,0.360858528,0.273562933
,,,,,15172.96476,0.357038746,0.272491689
,,,,,15173.46686,0.358569681,0.269443612
,,,,,15173.95889,0.360341408,0.275238576
,,,,,15174.46291,0.361660279,0.26929828
,,,,,15174.95795,0.355329804,0.268668345
,,,,,15175.45701,0.360791678,0.268859726
,,,,,15175.95508,0.35769546,0.270404071
,,,,,15176.46722,0.361412336,0.267103637
,,,,,15176.95336,0.35567206,0.268669766
,,,,,15177.47576,0.360288953,0.266975139
,,,,,15177.95479,0.35725356,0.270293759
,,,,,15178.45497,0.362616501,0.264799571
,,,,,15178.95717,0.353681345,0.264950507
,,,,,15179.45824,0.360309706,0.265526584
,,,,,15179.95327,0.356672356,0.266738644
,,,,,15180.45846,0.358389961,0.263379107
,,,,,15180.96876,0.35251887,0.264098245
,,,,,15181.45412,0.358413528,0.262089051
,,,,,15181.95346,0.354020845,0.2655863
,,,,,15182.45484,0.355938706,0.2624567
,,,,,15182.95404,0.350725317,0.262446126
,,,,,15183.45428,0.355885919,0.263827416
,,,,,15183.96062,0.351904379,0.263363313
,,,,,15184.45765,0.353233184,0.258827995
,,,,,15184.95586,0.348375157,0.2613968
,,,,,15185.45306,0.352349039,0.26099209
,,,,,15185.95898,0.348952307,0.26195545
,,,,,15186.45304,0.352974671,0.257815372
,,,,,15186.95416,0.345479641,0.257903983
,,,,,15187.45427,0.350205513,0.256032635
,,,,,15187.95526,0.348103426,0.259638779
,,,,,15188.45466,0.348890509,0.255748725
,,,,,15188.95575,0.3431985,0.257530772
,,,,,15189.45486,0.349859208,0.255437258
,,,,,15189.95315,0.345506667,0.25753418
,,,,,15190.46409,0.348986252,0.254635172
,,,,,15190.95512,0.341561548,0.255441736
,,,,,15191.4594,0.345506667,0.254247792
,,,,,15191.95547,0.344954135,0.257691542
,,,,,15192.45556,0.349233552,0.252467569
,,,,,15192.96569,0.340392922,0.251891283
,,,,,15193.45879,0.344412544,0.25223941
,,,,,15193.95691,0.341011334,0.255249891
,,,,,15194.46004,0.3421888,0.25172735
,,,,,15194.95633,0.342028207,0.251490622
,,,,,15195.45352,0.345966238,0.25038156
,,,,,15195.95657,0.343906874,0.253541041
,,,,,15196.45564,0.341005224,0.249670363
,,,,,15196.9567,0.344502222,0.251260609
,,,,,15197.46775,0.341641721,0.251222645
,,,,,15197.95679,0.33988148,0.252681317
,,,,,15198.53583,0.340148952,0.249808786
,,,,,15199.09486,0.342457234,0.252108265
,,,,,15199.59089,0.338696507,0.248152888
,,,,,15200.08894,0.343444442,0.251115614
,,,,,15200.587,0.337868501,0.249179984
,,,,,15201.09227,0.344329292,0.250921747
,,,,,15201.5983,0.33944085,0.248988989
,,,,,15202.08981,0.341030051,0.247614743
,,,,,15202.59286,0.340030118,0.250160542
,,,,,15203.09091,0.339869303,0.250642413
,,,,,15203.58802,0.337546213,0.250702771
,,,,,15204.08719,0.340297135,0.247699194
,,,,,15204.58727,0.337324643,0.251640387
,,,,,15205.08638,0.340389217,0.248928403
,,,,,15205.59358,0.337076854,0.2476791
,,,,,15206.1008,0.342377799,0.245278565
,,,,,15206.59882,0.337077771,0.25015392
,,,,,15207.08985,0.341388586,0.246795123
,,,,,15207.59002,0.340159675,0.250132155
,,,,,15208.09323,0.341906921,0.248698939
,,,,,15208.59055,0.342046982,0.247880119
,,,,,15209.0966,0.34194166,0.244013791
,,,,,15209.59165,0.338721567,0.246650822
,,,,,15210.09669,0.340858018,0.242451708
,,,,,15210.59696,0.339065624,0.243419968
,,,,,15211.09201,0.342992148,0.242506876
,,,,,15211.59116,0.339817053,0.244956509
,,,,,15212.08919,0.343786944,0.241969231
,,,,,15212.59454,0.3446063,0.244265336
,,,,,15213.08867,0.346240283,0.240684641
,,,,,15213.6019,0.343703259,0.242337039
,,,,,15214.0872,0.346788982,0.240711453
,,,,,15214.59143,0.34386578,0.240994956
,,,,,15215.08681,0.34688942,0.236166791
,,,,,15215.59519,0.346139191,0.240213569
,,,,,15216.08522,0.350002321,0.235589851
,,,,,15216.59058,0.348050859,0.240359415
,,,,,15217.09089,0.349093584,0.234976677
,,,,,15217.58906,0.348659615,0.239740149
,,,,,15218.09624,0.353107874,0.238121007
,,,,,15218.59149,0.351453186,0.240074638
,,,,,15219.08951,0.352588201,0.236683511
,,,,,15219.59361,0.351808271,0.241123716
,,,,,15220.08764,0.350215201,0.237060648
,,,,,15220.60067,0.352496653,0.241036122
,,,,,15221.09085,0.351999451,0.237672437
,,,,,15221.59589,0.355806382,0.241859419
,,,,,15222.08602,0.3569123,0.240035225
,,,,,15222.58933,0.355125281,0.243021955
,,,,,15223.08738,0.352463725,0.238461459
,,,,,15223.58757,0.356619466,0.244719306
,,,,,15224.0999,0.353085051,0.24210313
,,,,,15224.59403,0.357168985,0.246425199
,,,,,15225.09234,0.350908368,0.240351643
,,,,,15225.58843,0.356613644,0.24839487
,,,,,15226.09659,0.352382926,0.244330102
,,,,,15226.59073,0.355775645,0.251222645
,,,,,15227.09387,0.352851187,0.243854055
,,,,,15227.59196,0.356406482,0.25033748
,,,,,15228.09004,0.353229339,0.248063815
,,,,,15228.59547,0.356668475,0.252285985
,,,,,15229.0926,0.348713798,0.246562027
,,,,,15229.59562,0.354111597,0.253589715
,,,,,15230.08978,0.3521375,0.249666399
,,,,,15230.59505,0.354982139,0.254647451
,,,,,15231.08679,0.349676182,0.24905345
,,,,,15231.58982,0.353149515,0.25348402
,,,,,15232.08697,0.351174143,0.252987794
,,,,,15232.59208,0.355723852,0.256198356
,,,,,15233.08822,0.347872243,0.251064762
,,,,,15233.5933,0.353457521,0.258054345
,,,,,15234.08833,0.351572092,0.254776122
,,,,,15234.58839,0.352919443,0.25926127
,,,,,15235.09141,0.347763727,0.252433426
,,,,,15235.58753,0.354287362,0.260352939
,,,,,15236.08966,0.350921894,0.257096375
,,,,,15236.59192,0.35464525,0.263075262
,,,,,15237.08803,0.347109,0.256420217
,,,,,15237.59015,0.35247923,0.259946712
,,,,,15238.09022,0.348976758,0.258136201
,,,,,15238.58726,0.35394699,0.261279415
,,,,,15239.09035,0.34543123,0.254020636
,,,,,15239.58752,0.353407983,0.258939838
,,,,,15240.08668,0.349464872,0.254741665
,,,,,15240.59871,0.350838988,0.259095005
,,,,,15241.08877,0.348269201,0.251536323
,,,,,15241.58878,0.352437112,0.257400499
,,,,,15242.08891,0.352853091,0.253373006
,,,,,15242.589,0.353326843,0.256952226
,,,,,15243.09102,0.347584138,0.24793914
,,,,,15243.59215,0.353202659,0.25467784
,,,,,15244.0872,0.350094029,0.249781762
,,,,,15244.59145,0.351897117,0.2516674
,,,,,15245.0865,0.346471182,0.244542517
,,,,,15245.58978,0.354286398,0.250546302
,,,,,15246.09221,0.350017719,0.24614977
,,,,,15246.58935,0.353118044,0.247140311
,,,,,15247.08742,0.34802797,0.242275499
,,,,,15247.59251,0.354247252,0.244901561
,,,,,15248.09079,0.351641648,0.244109437
,,,,,15248.59084,0.35393238,0.241409587
,,,,,15249.10009,0.347941035,0.241976017
,,,,,15249.5934,0.355175466,0.241138679
,,,,,15250.08751,0.351848359,0.241786437
,,,,,15250.59127,0.356515121,0.237937081
,,,,,15251.08951,0.350979106,0.241188176
,,,,,15251.59112,0.355559273,0.239412066
,,,,,15252.08621,0.350578836,0.240241788
,,,,,15252.58761,0.353349116,0.241343024
,,,,,15253.08773,0.350138734,0.237763863
,,,,,15253.58793,0.354572145,0.235197183
,,,,,15254.08696,0.352849267,0.236824083
,,,,,15254.5921,0.352486092,0.233257041
,,,,,15255.08723,0.347986374,0.232301253
,,,,,15255.59132,0.351962874,0.233660377
,,,,,15256.08968,0.348219056,0.23532571
,,,,,15256.5919,0.348936007,0.231469048
,,,,,15257.08693,0.351451274,0.234136814
,,,,,15257.58802,0.349790988,0.23133644
,,,,,15258.09031,0.350370282,0.236139852
,,,,,15258.58862,0.348373261,0.232905621
,,,,,15259.09076,0.351363464,0.238367017
,,,,,15259.58812,0.346887533,0.23378606
,,,,,15260.08725,0.346906566,0.235920176
,,,,,15260.58757,0.345734864,0.233880939
,,,,,15261.08683,0.348765522,0.24139653
,,,,,15261.59001,0.348050859,0.237016252
,,,,,15262.09107,0.350032163,0.239714844
,,,,,15262.58833,0.35231859,0.23764156
,,,,,15263.09367,0.348538987,0.241404337
,,,,,15263.59014,0.344021735,0.238981214
,,,,,15264.0882,0.346613229,0.241728233
,,,,,15264.58672,0.345829353,0.240752972
,,,,,15265.09015,0.346208028,0.246120384
,,,,,15265.5862,0.345460684,0.241960999
,,,,,15266.08723,0.345276834,0.246022831
,,,,,15266.59051,0.344956951,0.242722877
,,,,,15267.08569,0.349027955,0.246401804
,,,,,15267.58671,0.34386578,0.243268587
,,,,,15268.09689,0.34737966,0.245765938
,,,,,15268.58709,0.345236512,0.242566283
,,,,,15269.08821,0.347134825,0.24713559
,,,,,15269.5864,0.34514605,0.242038933
,,,,,15270.09491,0.347472936,0.247301151
,,,,,15270.5952,0.344190005,0.242811605
,,,,,15271.08635,0.349569621,0.247183028
,,,,,15271.58881,0.343801137,0.242393332
,,,,,15272.09392,0.346839477,0.245523202
,,,,,15272.59294,0.343015637,0.241821441
,,,,,15273.09324,0.349502277,0.246651567
,,,,,15273.58526,0.344858947,0.24231211
,,,,,15274.09647,0.348977708,0.245952238
,,,,,15274.58873,0.347114276,0.241570203
,,,,,15275.08778,0.348154933,0.24444815
,,,,,15275.58901,0.347730847,0.242007614
,,,,,15276.09335,0.347814416,0.245527101
,,,,,15276.58938,0.343767138,0.240495386
,,,,,15277.08749,0.350924758,0.243799348
,,,,,15277.58668,0.345646424,0.241274404
,,,,,15278.09386,0.349861112,0.244322685
,,,,,15278.59002,0.346624155,0.239746634
,,,,,15279.08755,0.349684348,0.245073805
,,,,,15279.59396,0.347179151,0.242818815
,,,,,15280.09633,0.351308483,0.244804077
,,,,,15280.58853,0.348930311,0.241671448
,,,,,15281.08664,0.351955612,0.245115025
,,,,,15281.58782,0.34821566,0.241561112
,,,,,15282.09002,0.352735427,0.245154665
,,,,,15282.59314,0.348985858,0.240383539
,,,,,15283.08917,0.351333105,0.245688849
,,,,,15283.59144,0.348876107,0.241919587
,,,,,15284.08847,0.353698828,0.244887013
,,,,,15284.59068,0.348199392,0.2406678
,,,,,15285.08679,0.352474834,0.245622402
,,,,,15285.58807,0.348997806,0.242176566
,,,,,15286.09716,0.353487099,0.246063918
,,,,,15286.59445,0.349402981,0.242999666
,,,,,15287.08877,0.354696326,0.248260524
,,,,,15287.58701,0.35131191,0.245354797
,,,,,15288.09618,0.354719251,0.246907287
,,,,,15288.59329,0.352962585,0.246384562
,,,,,15289.0885,0.35336562,0.247027347
,,,,,15289.59195,0.351076939,0.244556396
,,,,,15290.09447,0.352782386,0.249192419
,,,,,15290.58881,0.351160206,0.245696144
,,,,,15291.08783,0.352753827,0.248665963
,,,,,15291.60786,0.348740135,0.245296522
,,,,,15292.09609,0.351493406,0.249584581
,,,,,15292.59137,0.350936772,0.246696976
,,,,,15293.0876,0.351959442,0.247584674
,,,,,15293.59707,0.352196053,0.248307688
,,,,,15294.0861,0.347886994,0.247732658
,,,,,15294.5934,0.348903961,0.248007529
,,,,,15295.08756,0.347342481,0.24783859
,,,,,15295.59297,0.346517855,0.247473385
,,,,,15296.08929,0.343529352,0.248001478
,,,,,15296.59459,0.350516759,0.250599741
,,,,,15297.09593,0.348102479,0.250814659
,,,,,15297.5945,0.348512664,0.251388629
,,,,,15298.08964,0.351283653,0.250982619
,,,,,15298.59281,0.34892311,0.25086481
,,,,,15299.08719,0.345249823,0.249302405
,,,,,15299.59553,0.348540884,0.249984407
,,,,,15300.08777,0.343899778,0.249534679
,,,,,15300.58981,0.344080803,0.254805037
,,,,,15301.08701,0.345367231,0.250998192
,,,,,15301.58742,0.347247252,0.254366782
